position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude,words,stop_words,stemmed_words,processed
156,Ar_rum,62500965.0,mawar7rasa - Say Myname,"Say Myname Â· @mawar7rasa. Â·. Sep 29, 2022. haduh. Kasasi Kabul, LQ Indonesia: Ribuan Nasabah Asuransi Kresna Life Hanya akan Dapat Tulang Belulang Â· FromÂ ...",['Kresna Life'],https://twitter.com/mawar7rasa,Bekasi,Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,"['Say', 'Myname', 'Sep', 'haduh', 'Kasasi', 'Kabul', 'LQ', 'Indonesia', 'Ribuan', 'Nasabah', 'Asuransi', 'Kresna', 'Life', 'Hanya', 'akan', 'Dapat', 'Tulang', 'Belulang', 'FromÂ']","['Say', 'Myname', 'Sep', 'haduh', 'Kasasi', 'Kabul', 'LQ', 'Indonesia', 'Ribuan', 'Nasabah', 'Asuransi', 'Kresna', 'Life', 'Hanya', '', 'Dapat', 'Tulang', 'Belulang', 'FromÂ']","['say', 'myname', 'sep', 'haduh', 'kasasi', 'kabul', 'lq', 'indonesia', 'ribu', 'nasabah', 'asuransi', 'kresna', 'life', 'hanya', '', 'dapat', 'tulang', 'belulang', 'from']",say myname sep haduh kasasi kabul lq indonesia ribu nasabah asuransi kresna life hanya  dapat tulang belulang from
157,aindraku,166261604.0,irvan rahardjo,WEBINAR & Peluncuran Buku ROBOHNYA ASURANSI KAMI Pemailitan Kresna Life Penulis Irvan Rahardjo Kata Pengantar Prof.,['Kresna Life'],https://twitter.com/irvanrahardjo/status/1430724151107411969,Palangkaraya,Netral,2,"Palangka Raya, Kalimantan Tengah, 73112, Indonesia",-2.2072919,113.9164372,"['WEBINAR', 'Peluncuran', 'Buku', 'ROBOHNYA', 'ASURANSI', 'KAMI', 'Pemailitan', 'Kresna', 'Life', 'Penulis', 'Irvan', 'Rahardjo', 'Kata', 'Pengantar', 'Prof']","['WEBINAR', 'Peluncuran', 'Buku', 'ROBOHNYA', 'ASURANSI', 'KAMI', 'Pemailitan', 'Kresna', 'Life', 'Penulis', 'Irvan', 'Rahardjo', 'Kata', 'Pengantar', 'Prof']","['webinar', 'luncur', 'buku', 'roboh', 'asuransi', 'kami', 'pailit', 'kresna', 'life', 'tulis', 'irvan', 'rahardjo', 'kata', 'antar', 'prof']",webinar luncur buku roboh asuransi kami pailit kresna life tulis irvan rahardjo kata antar prof
158,NephiLaxmus,62764588.0,Subur Jaya Abadi Permai (@PermaiSubur) ...,"Subur Jaya Abadi Permai reposted Â· Indonesia Raya Â· @Indones20366386. Â·. Nov 4, 2022 Â· OJK Beri Sanksi buat WanaArtha dan Kresna Life! From finance.detik.com. 1.",['Kresna Life'],https://twitter.com/PermaiSubur,Depok??Bandung,Positif,1,"Depok, Jawa Barat, 16439, Indonesia",-6.4074657,106.8138131,"['Subur', 'Jaya', 'Abadi', 'Permai', 'reposted', 'Indonesia', 'Raya', 'Nov', 'OJK', 'Beri', 'Sanksi', 'buat', 'WanaArtha', 'dan', 'Kresna', 'Life', 'From']","['Subur', 'Jaya', 'Abadi', 'Permai', 'reposted', 'Indonesia', 'Raya', 'Nov', 'OJK', 'Beri', 'Sanksi', 'buat', 'WanaArtha', '', 'Kresna', 'Life', 'From']","['subur', 'jaya', 'abadi', 'permai', 'reposted', 'indonesia', 'raya', 'nov', 'ojk', 'beri', 'sanksi', 'buat', 'wanaartha', '', 'kresna', 'life', 'from']",subur jaya abadi permai reposted indonesia raya nov ojk beri sanksi buat wanaartha  kresna life from
159,refanardhy,1.1e+18,Kresna Life Insurance,Kresna Life Insurance Â· @KresnaLifeID. Selamat mengawali langkah untuk membawa Indonesia lebih maju Bpk. @jokowi. dan Bpk. @kyai_marufamin.,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1186221719482032128,Jl.RayaKebayoranLamaNo.72,Positif,1,Kebayoran Lama,-6.243886,106.7798594,"['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Selamat', 'mengawali', 'langkah', 'untuk', 'membawa', 'Indonesia', 'lebih', 'maju', 'Bpk', 'jokowi', 'dan', 'Bpk']","['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Selamat', 'mengawali', 'langkah', '', 'membawa', 'Indonesia', 'lebih', 'maju', 'Bpk', 'jokowi', '', 'Bpk']","['kresna', 'life', 'insurance', 'kresnalifeid', 'selamat', 'awal', 'langkah', '', 'bawa', 'indonesia', 'lebih', 'maju', 'bpk', 'jokowi', '', 'bpk']",kresna life insurance kresnalifeid selamat awal langkah  bawa indonesia lebih maju bpk jokowi  bpk
160,KontanNews,43799886.0,Indolife Bumi Asih Jaya Taspen Jiwasraya OJK,"Â·. Feb 24, 2021. Gagal bayar ksp Lima Garuda. Image. 1. Indolife Bumi Asih Jaya Taspen Jiwasraya OJK Â· @pasarbursa. Â·. Feb 24, 2021. Kresna life gagal bayar.",['Kresna life'],https://twitter.com/pasarbursa,"Jakarta Barat, DKI Jakarta",Negatif,0,"Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.16156235,106.7438912,"['Feb', 'Gagal', 'bayar', 'ksp', 'Lima', 'Garuda', 'Image', 'Indolife', 'Bumi', 'Asih', 'Jaya', 'Taspen', 'Jiwasraya', 'OJK', 'pasarbursa', 'Feb', 'Kresna', 'life', 'gagal', 'bayar']","['Feb', 'Gagal', 'bayar', 'ksp', 'Lima', 'Garuda', 'Image', 'Indolife', 'Bumi', 'Asih', 'Jaya', 'Taspen', 'Jiwasraya', 'OJK', 'pasarbursa', 'Feb', 'Kresna', 'life', 'gagal', 'bayar']","['feb', 'gagal', 'bayar', 'ksp', 'lima', 'garuda', 'image', 'indolife', 'bumi', 'asih', 'jaya', 'taspen', 'jiwasraya', 'ojk', 'pasarbursa', 'feb', 'kresna', 'life', 'gagal', 'bayar']",feb gagal bayar ksp lima garuda image indolife bumi asih jaya taspen jiwasraya ojk pasarbursa feb kresna life gagal bayar
161,sadewobagas,818564467.0,Say Myname,"Kasasi Kabul, LQ Indonesia: Ribuan Nasabah Asuransi Kresna Life Hanya akan Dapat Tulang Belulang. From netralnews.com.",['Kresna Life'],https://twitter.com/mawar7rasa/status/1575349277471440896,"Jakarta Barat, DKI Jakarta",Negatif,0,"Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.16156235,106.7438912,"['Kasasi', 'Kabul', 'LQ', 'Indonesia', 'Ribuan', 'Nasabah', 'Asuransi', 'Kresna', 'Life', 'Hanya', 'akan', 'Dapat', 'Tulang', 'Belulang', 'From']","['Kasasi', 'Kabul', 'LQ', 'Indonesia', 'Ribuan', 'Nasabah', 'Asuransi', 'Kresna', 'Life', 'Hanya', '', 'Dapat', 'Tulang', 'Belulang', 'From']","['kasasi', 'kabul', 'lq', 'indonesia', 'ribu', 'nasabah', 'asuransi', 'kresna', 'life', 'hanya', '', 'dapat', 'tulang', 'belulang', 'from']",kasasi kabul lq indonesia ribu nasabah asuransi kresna life hanya  dapat tulang belulang from
162,KompasData,771030588.0,Suara Otoritas (@suaraojk) / X,"@suaraojk. Â·. Nov 11, 2020. Setelah gagal di Jiwasraya, Minna Padi, Kresna Life, jangan berlanjut pada pemulihan ekonomi nasional! #ReformasiOJK. Image.",['Kresna Life'],https://twitter.com/suaraojk,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['suaraojk', 'Nov', 'Setelah', 'gagal', 'di', 'Jiwasraya', 'Minna', 'Padi', 'Kresna', 'Life', 'jangan', 'berlanjut', 'pada', 'pemulihan', 'ekonomi', 'nasional', 'ReformasiOJK', 'Image']","['suaraojk', 'Nov', 'Setelah', 'gagal', '', 'Jiwasraya', 'Minna', 'Padi', 'Kresna', 'Life', 'jangan', 'berlanjut', '', 'pemulihan', 'ekonomi', 'nasional', 'ReformasiOJK', 'Image']","['suaraojk', 'nov', 'telah', 'gagal', '', 'jiwasraya', 'minna', 'padi', 'kresna', 'life', 'jangan', 'lanjut', '', 'pulih', 'ekonomi', 'nasional', 'reformasiojk', 'image']",suaraojk nov telah gagal  jiwasraya minna padi kresna life jangan lanjut  pulih ekonomi nasional reformasiojk image
163,zealandiasarah,230445594.0,Lucky Santoso (@luqsantoso) / X,"3. 60. 692. Lucky Santoso Â· @luqsantoso. Â·. Apr 1, 2022 Â· Nasabah Resah Pembayaran Tersendat, OJK Minta Kresna Life Segera Tambah Modal Â· From finansial.bisnis.",['Kresna Life'],https://twitter.com/luqsantoso,Sunter,Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Lucky', 'Santoso', 'luqsantoso', 'Apr', 'Nasabah', 'Resah', 'Pembayaran', 'Tersendat', 'OJK', 'Minta', 'Kresna', 'Life', 'Segera', 'Tambah', 'Modal', 'From']","['Lucky', 'Santoso', 'luqsantoso', 'Apr', 'Nasabah', 'Resah', 'Pembayaran', 'Tersendat', 'OJK', 'Minta', 'Kresna', 'Life', 'Segera', 'Tambah', 'Modal', 'From']","['lucky', 'santoso', 'luqsantoso', 'apr', 'nasabah', 'resah', 'bayar', 'sendat', 'ojk', 'minta', 'kresna', 'life', 'segera', 'tambah', 'modal', 'from']",lucky santoso luqsantoso apr nasabah resah bayar sendat ojk minta kresna life segera tambah modal from
164,Ikhlas_fathur,1030709318.0,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan ...,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan Modal Rp250 Miliar pada 2026 https://t.co/SWtU3KARAY.,['Asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1790169549037564227,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['OJK', 'Perintahkan', 'Asuransi', 'Bumiputera', 'Penuhi', 'Aturan', 'Modal', 'Miliar', 'pada', 'https']","['OJK', 'Perintahkan', 'Asuransi', 'Bumiputera', 'Penuhi', 'Aturan', 'Modal', 'Miliar', '', 'https']","['ojk', 'perintah', 'asuransi', 'bumiputera', 'penuh', 'atur', 'modal', 'miliar', '', 'https']",ojk perintah asuransi bumiputera penuh atur modal miliar  https
165,Ikhlas_fathur,1030709318.0,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan ...,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan Modal Rp250 Miliar Saat Ekuitas Minus Rp4 Triliun https://t.co/qKbVs1uEta.,['Asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1790176089656168952,Aceh.Indonesia????,Positif,1,"Aceh, Indonesia",4.3685491,97.0253024,"['OJK', 'Perintahkan', 'Asuransi', 'Bumiputera', 'Penuhi', 'Aturan', 'Modal', 'Miliar', 'Saat', 'Ekuitas', 'Minus', 'Triliun', 'https']","['OJK', 'Perintahkan', 'Asuransi', 'Bumiputera', 'Penuhi', 'Aturan', 'Modal', 'Miliar', 'Saat', 'Ekuitas', 'Minus', 'Triliun', 'https']","['ojk', 'perintah', 'asuransi', 'bumiputera', 'penuh', 'atur', 'modal', 'miliar', 'saat', 'ekuitas', 'minus', 'triliun', 'https']",ojk perintah asuransi bumiputera penuh atur modal miliar saat ekuitas minus triliun https
166,warnahidup7,1.19e+18,Sistem Klaim Asuransi Bumiputera 1912 Mati 6 Bulan? ...,Sistem Klaim Asuransi Bumiputera 1912 Mati 6 Bulan? Manajemen Buka Suara https://t.co/XhKfJJvQsz.,['Asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1740290271903129903,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Sistem', 'Klaim', 'Asuransi', 'Bumiputera', 'Mati', 'Bulan', 'Manajemen', 'Buka', 'Suara', 'https']","['Sistem', 'Klaim', 'Asuransi', 'Bumiputera', 'Mati', 'Bulan', 'Manajemen', 'Buka', 'Suara', 'https']","['sistem', 'klaim', 'asuransi', 'bumiputera', 'mati', 'bulan', 'manajemen', 'buka', 'suara', 'https']",sistem klaim asuransi bumiputera mati bulan manajemen buka suara https
167,indozonemedia,350668803.0,"""Dari lama kami ingin bahas Asuransi Bumiputera tapi ...",Dari lama kami ingin bahas Asuransi Bumiputera tapi bingung siapa yg harus disalahkan? BUMN bukan Perseroan swasta pun bukan.,['Asuransi Bumiputera'],https://twitter.com/PartaiSocmed/status/1670633732842348545,"Depok,Indonesia",Negatif,0,"Depok, Jawa Barat, 16439, Indonesia",-6.4074657,106.8138131,"['Dari', 'lama', 'kami', 'ingin', 'bahas', 'Asuransi', 'Bumiputera', 'tapi', 'bingung', 'siapa', 'yg', 'harus', 'disalahkan', 'BUMN', 'bukan', 'Perseroan', 'swasta', 'pun', 'bukan']","['Dari', 'lama', '', '', 'bahas', 'Asuransi', 'Bumiputera', '', 'bingung', 'siapa', 'yg', '', 'disalahkan', 'BUMN', 'bukan', 'Perseroan', 'swasta', '', 'bukan']","['dari', 'lama', '', '', 'bahas', 'asuransi', 'bumiputera', '', 'bingung', 'siapa', 'yg', '', 'salah', 'bumn', 'bukan', 'persero', 'swasta', '', 'bukan']",dari lama   bahas asuransi bumiputera  bingung siapa yg  salah bumn bukan persero swasta  bukan
168,mostradio1058fm,85805755.0,convomfs,"di sini ada yg korban asuransi bumiputera ngga ya? Kira-kira prosedur buat pengembalian polis gmn ya alurnya, soalnya uang buat kuliahÂ ...",['asuransi bumiputera'],https://twitter.com/convomfs/status/1755492434325508306,"Pamekasan,Indonesia",Negatif,0,"Pamekasan, Jawa Timur, Indonesia",-7.07081335,113.5003939,"['di', 'sini', 'ada', 'yg', 'korban', 'asuransi', 'bumiputera', 'ngga', 'ya', 'prosedur', 'buat', 'pengembalian', 'polis', 'gmn', 'ya', 'alurnya', 'soalnya', 'uang', 'buat', 'kuliahÂ']","['', 'sini', '', 'yg', 'korban', 'asuransi', 'bumiputera', 'ngga', '', 'prosedur', 'buat', 'pengembalian', 'polis', 'gmn', '', 'alurnya', 'soalnya', 'uang', 'buat', 'kuliahÂ']","['', 'sini', '', 'yg', 'korban', 'asuransi', 'bumiputera', 'ngga', '', 'prosedur', 'buat', 'kembali', 'polis', 'gmn', '', 'alur', 'soal', 'uang', 'buat', 'kuliah']", sini  yg korban asuransi bumiputera ngga  prosedur buat kembali polis gmn  alur soal uang buat kuliah
169,KompasData,771030588.0,Kabinet KM ITB,"[Asuransi Bumiputera Muda] Asuransi setiap mahasiswa ITB! Info lengkap-> datangi loket beasiswa LK,Basement CC Barat.",['Asuransi Bumiputera'],https://twitter.com/KM_ITB/status/730400121624494082,"Palmerah,Jakarta",Netral,2,"Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.1910017,106.7943633,"['Asuransi', 'Bumiputera', 'Muda', 'Asuransi', 'setiap', 'mahasiswa', 'ITB', 'Info', 'datangi', 'loket', 'beasiswa', 'LK', 'Basement', 'CC', 'Barat']","['Asuransi', 'Bumiputera', 'Muda', 'Asuransi', '', 'mahasiswa', 'ITB', 'Info', 'datangi', 'loket', 'beasiswa', 'LK', 'Basement', 'CC', 'Barat']","['asuransi', 'bumiputera', 'muda', 'asuransi', '', 'mahasiswa', 'itb', 'info', 'datang', 'loket', 'beasiswa', 'lk', 'basement', 'cc', 'barat']",asuransi bumiputera muda asuransi  mahasiswa itb info datang loket beasiswa lk basement cc barat
170,Kariozz1,9.94e+17,"Tak Satu Pun Aset Properti AJB Bumiputera Terjual, Uang ...","OJK menyatakan belum terdapat properti milik asuransi Bumiputera yang terjual, padahal diharapkan bisa menjadi sumber dana untuk pembayaranÂ ...",['asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1732000139391475803,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['OJK', 'menyatakan', 'belum', 'terdapat', 'properti', 'milik', 'asuransi', 'Bumiputera', 'yang', 'terjual', 'padahal', 'diharapkan', 'bisa', 'menjadi', 'sumber', 'dana', 'untuk', 'pembayaranÂ']","['OJK', 'menyatakan', '', 'terdapat', 'properti', 'milik', 'asuransi', 'Bumiputera', '', 'terjual', 'padahal', 'diharapkan', '', 'menjadi', 'sumber', 'dana', '', 'pembayaranÂ']","['ojk', 'nyata', '', 'dapat', 'properti', 'milik', 'asuransi', 'bumiputera', '', 'jual', 'padahal', 'harap', '', 'jadi', 'sumber', 'dana', '', 'bayar']",ojk nyata  dapat properti milik asuransi bumiputera  jual padahal harap  jadi sumber dana  bayar
171,Ikhlas_fathur,1030709318.0,Bos Uya Kuya (@Bos_UyaKuya) / ...,Dari lama kami ingin bahas Asuransi Bumiputera tapi bingung siapa yg harus disalahkan? BUMN bukan Perseroan swasta pun bukan. Ada yg bisa bantu menjelaskanÂ ...,['Asuransi Bumiputera'],https://twitter.com/Bos_UyaKuya,"Indonesia,UK",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Dari', 'lama', 'kami', 'ingin', 'bahas', 'Asuransi', 'Bumiputera', 'tapi', 'bingung', 'siapa', 'yg', 'harus', 'disalahkan', 'BUMN', 'bukan', 'Perseroan', 'swasta', 'pun', 'bukan', 'Ada', 'yg', 'bisa', 'bantu', 'menjelaskanÂ']","['Dari', 'lama', '', '', 'bahas', 'Asuransi', 'Bumiputera', '', 'bingung', 'siapa', 'yg', '', 'disalahkan', 'BUMN', 'bukan', 'Perseroan', 'swasta', '', 'bukan', 'Ada', 'yg', '', 'bantu', 'menjelaskanÂ']","['dari', 'lama', '', '', 'bahas', 'asuransi', 'bumiputera', '', 'bingung', 'siapa', 'yg', '', 'salah', 'bumn', 'bukan', 'persero', 'swasta', '', 'bukan', 'ada', 'yg', '', 'bantu', 'jelas']",dari lama   bahas asuransi bumiputera  bingung siapa yg  salah bumn bukan persero swasta  bukan ada yg  bantu jelas
172,RakyatMerdeka99,7.12e+17,Strategi + Bisnis,"Feb 17, 2023 â€” Ratapan Duka Korban Asuransi Bumiputera dan KSP Indosurya | Blog Strategi + Manajemen https://t.co/PIBOqc37ab.",['Asuransi Bumiputera'],https://twitter.com/Strategi_Bisnis/status/1626569362336534534,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Feb', 'Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', 'dan', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'https']","['Feb', 'Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', '', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'https']","['feb', 'ratap', 'duka', 'korban', 'asuransi', 'bumiputera', '', 'ksp', 'indosurya', 'blog', 'strategi', 'manajemen', 'https']",feb ratap duka korban asuransi bumiputera  ksp indosurya blog strategi manajemen https
173,RakyatMerdeka99,7.12e+17,kontan news,"Nov 12, 2019 â€” Kawal pembayaran premi yang telat, SP Asuransi Bumiputera minta maaf https://t.co/hBdxgJWcgm #Asuransi.",['Asuransi Bumiputera'],https://mobile.twitter.com/KontanNews/status/1194306374592679936,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539,"['Nov', 'Kawal', 'pembayaran', 'premi', 'yang', 'telat', 'SP', 'Asuransi', 'Bumiputera', 'minta', 'maaf', 'https', 'Asuransi']","['Nov', 'Kawal', 'pembayaran', 'premi', '', 'telat', 'SP', 'Asuransi', 'Bumiputera', 'minta', 'maaf', 'https', 'Asuransi']","['nov', 'kawal', 'bayar', 'premi', '', 'telat', 'sp', 'asuransi', 'bumiputera', 'minta', 'maaf', 'https', 'asuransi']",nov kawal bayar premi  telat sp asuransi bumiputera minta maaf https asuransi
174,bemFMIPAUI,236059964.0,Isyrt (@record_isyrt) / X,"Mohon kami (nasabah korban Asuransi Bumiputera) dibantu Bapak Presiden. @jokowi . Anak-anak kami yg mau daftar sekolah, kuliah, butuh biaya. TerimakasihÂ ...",['Asuransi Bumiputera'],https://twitter.com/record_isyrt,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Mohon', 'kami', 'nasabah', 'korban', 'Asuransi', 'Bumiputera', 'dibantu', 'Bapak', 'Presiden', 'jokowi', 'kami', 'yg', 'mau', 'daftar', 'sekolah', 'kuliah', 'butuh', 'biaya', 'TerimakasihÂ']","['Mohon', '', 'nasabah', 'korban', 'Asuransi', 'Bumiputera', 'dibantu', 'Bapak', 'Presiden', 'jokowi', '', 'yg', 'mau', 'daftar', 'sekolah', 'kuliah', 'butuh', 'biaya', 'TerimakasihÂ']","['mohon', '', 'nasabah', 'korban', 'asuransi', 'bumiputera', 'bantu', 'bapak', 'presiden', 'jokowi', '', 'yg', 'mau', 'daftar', 'sekolah', 'kuliah', 'butuh', 'biaya', 'terimakasih']",mohon  nasabah korban asuransi bumiputera bantu bapak presiden jokowi  yg mau daftar sekolah kuliah butuh biaya terimakasih
175,qnafess,1.14e+18,dia (@sIythwerin) / X,"38 Â· dia Â· @sIythwerin. Â·. Mar 5. bau enak apa ini malem-malem, kaya bau martabak. 42 Â· dia Â· @sIythwerin. Â·. Mar 5. sp korban asuransi bumiputera? â˜  . Quote.",['asuransi bumiputera'],https://twitter.com/siythwerin,"KotaTasikmalaya,JawaBarat",Negatif,0,"Tasikmalaya, Jawa Barat, 46151, Indonesia",-7.3262484,108.2201154,"['dia', 'sIythwerin', 'Mar', 'bau', 'enak', 'apa', 'ini', 'kaya', 'bau', 'martabak', 'dia', 'sIythwerin', 'Mar', 'sp', 'korban', 'asuransi', 'bumiputera', 'Quote']","['', 'sIythwerin', 'Mar', 'bau', 'enak', 'apa', '', 'kaya', 'bau', 'martabak', '', 'sIythwerin', 'Mar', 'sp', 'korban', 'asuransi', 'bumiputera', 'Quote']","['', 'siythwerin', 'mar', 'bau', 'enak', 'apa', '', 'kaya', 'bau', 'martabak', '', 'siythwerin', 'mar', 'sp', 'korban', 'asuransi', 'bumiputera', 'quote']", siythwerin mar bau enak apa  kaya bau martabak  siythwerin mar sp korban asuransi bumiputera quote
176,qnafess,1.14e+18,Andreas Peter CK (@peter_andreasCK) / ...,... | Blog Strategi + Manajemen. Ratapan Duka Korban Asuransi Bumiputera dan KSP Indosurya - Blog Strategi + Manajemen. From strategimanajemen.net. 4. 17. 27.,['Asuransi Bumiputera'],https://twitter.com/peter_andreasCK,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Blog', 'Strategi', 'Manajemen', 'Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', 'dan', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'From']","['Blog', 'Strategi', 'Manajemen', 'Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', '', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'From']","['blog', 'strategi', 'manajemen', 'ratap', 'duka', 'korban', 'asuransi', 'bumiputera', '', 'ksp', 'indosurya', 'blog', 'strategi', 'manajemen', 'from']",blog strategi manajemen ratap duka korban asuransi bumiputera  ksp indosurya blog strategi manajemen from
177,putra_villadank,1.03e+18,mikir duit,"Nov 1, 2023 â€” Buat kamu yang jadi korban asuransi Bumiputera, Jiwasraya, Wanartha life, dan Kresna life. Cek updatenya di sini.",['asuransi Bumiputera'],https://twitter.com/Mikirduitcom/status/1719621493653647737,MJLK????,Negatif,0,"Kantor Bupati Mjlk, Majalengka, Jawa Barat, Indonesia",-6.83633985,108.2276444,"['Nov', 'Buat', 'kamu', 'yang', 'jadi', 'korban', 'asuransi', 'Bumiputera', 'Jiwasraya', 'Wanartha', 'life', 'dan', 'Kresna', 'life', 'Cek', 'updatenya', 'di', 'sini']","['Nov', 'Buat', 'kamu', '', 'jadi', 'korban', 'asuransi', 'Bumiputera', 'Jiwasraya', 'Wanartha', 'life', '', 'Kresna', 'life', 'Cek', 'updatenya', '', 'sini']","['nov', 'buat', 'kamu', '', 'jadi', 'korban', 'asuransi', 'bumiputera', 'jiwasraya', 'wanartha', 'life', '', 'kresna', 'life', 'cek', 'updatenya', '', 'sini']",nov buat kamu  jadi korban asuransi bumiputera jiwasraya wanartha life  kresna life cek updatenya  sini
178,izzulislam77,9.09e+17,Sebut Saja MA (@Muhamma48641303) ...,"Asuransi Bumiputera Kacau, Pemegang Polis Gigit Jari https://youtu.be/knES61iho5Q lewat. @YouTube Â· youtube.com. Asuransi Bumiputera Kacau, Pemegang Polis GigitÂ ...","['Asuransi Bumiputera', 'Asuransi Bumiputera']",https://twitter.com/Muhamma48641303,Tlogomas,Negatif,0,"Tlogomas, Malang",-7.9293941,112.6036958,"['Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'Gigit', 'Jari', 'https', 'lewat', 'YouTube', 'Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'GigitÂ']","['Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'Gigit', 'Jari', 'https', 'lewat', 'YouTube', 'Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'GigitÂ']","['asuransi', 'bumiputera', 'kacau', 'pegang', 'polis', 'gigit', 'jari', 'https', 'lewat', 'youtube', 'asuransi', 'bumiputera', 'kacau', 'pegang', 'polis', 'gigit']",asuransi bumiputera kacau pegang polis gigit jari https lewat youtube asuransi bumiputera kacau pegang polis gigit
